HSCode,ShipperName,ShipperFullAddress,ShipperLocalDUNS,ShipperPanjivaID,ShipperCleanedStockTickers,ShipperOriginalFormat,NetWeightKg,ValueOfGoodsFOBUSD
0307490000,Peruvian Sea Food S.A.,AV. MANUEL OLGUIN NRO. 211 DPTO. 1202 URB. LOS GRANADOS (UNI,,33979987,,PERUVIAN SEA FOOD S.A.,8337.0,8753.85
0306171300,Langostinera Macori Srl,CAL. ALFONSO UGARTE NRO. 226 DPTO. 401 CERCADO TUMBES - TUMB,,4072767,,LANGOSTINERA MACORI SOCIEDAD COMERCIAL D,8058.0,58630.79
0301110000,River Land Peru S.A.C,AV. DEL EJERCITO MZA. Q LOTE. 12 - LORETO - MAYNAS - IQUITOS,935460053,25477025,,RIVER LAND PERU S.A.C.,450.0,2164.0
0306171200,Acuicola Santa Isabel S.A.C.,JR. LOS ANDES 356 TUMBES - PERU,953490294,28289430,,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,7697.46,78510.9
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,11500.0,10988.0
0307490000,Exmarsu Sac,CAL. LOPEZ ALBUJAR NRO. 440 A.H. EL OBRERO PIURA - SULLANA,,34107992,,EXMARSU S.A.C.,6990.0,4543.5
0301110000,Aquarium San Pedro S.R.L.,CALLE CUZCO NRO.739 (CUZCO CON PANAMA) PUNCHANA - MAINAS - L,,33274505,,AQUARIUM SAN PEDRO S.R.L.,100.0,460.0
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,20745.7,157127.04
0307490000,Marfrio   Vieira Peru S.A.,AV. EMILIO CAVENECIA 225 OF. 317 SAN ISIDRO LIMA - PERU,934967647,34136236,,MARFRIO - VIEIRA PERU S.A.,9700.0,5335.0
0307490000,Produmar   Proveedora De Productos,"PASAJE FRANCO ALFARO, DPTO 201 URB.LAS MAGNOLIAS 3 SAN BORJA, LIMA S/N",,28469425,,PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD,8040.0,8278.57
0306171300,Acuicola Santa Isabel S.A.C.,JR. LOS ANDES 356 TUMBES - PERU,953490294,28289430,,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,14274.55,105785.9
0307211000,Consorcio Industrial El Pacifico Socieda,AV. LA MAR NRO. 638 INT. 703 LIMA - LIMA - MIRAFLORES - LIMA,934056094,28783010,,CONSORCIO INDUSTRIAL EL PACIFICO SOCIEDA,458.18,6461.7
0305100000,Corporacion Isla Blanca S.A.C.,CAL.PEDRO DE CANDIA NRO. 274 URB. LIMA PERU,,36676273,,CORPORACION ISLA BLANCA S.A.C.,2.0,2.0
0302510000,Agromarina Del Peru S.A.C.,AV. GUARDIA CHALACA NRO. 1873 URB. SAN ANTONIO,670299452,28781814,,AGROMARINA DEL PERU S.A.C.,600.0,28380.67
0304890000,Frozen Products Corp.,JR. JORGE CASTRO HARRINSON 451 SAN GUEL LIMA 32 PERU,953252652,46002164,,FROZEN PRODUCTS CORPORATION SOCIEDAD ANO,19958.0,138705.0
0306171200,Langostinera Ramona S.A.C.,CAL. ALEXANDER FLEMING NR0 454 URB. INDUSTRIAL SANTA ROSA LIMA,,28449823,,LANGOSTINERA RAMONA S.A.C.,1044.0,11324.33
0307490000,Maritima Del World S.A.C.,CAL.PAVAYACU NRO. 190 URB. ALTA MAR (ALT CDRA 45 AV LA MARIN,,23130354,,MARITIMA DEL WORLD S.A.C.,27140.0,5506.0
0307490000,Pacific Freezing Company S.A.C.,AV. JAVIER PRADO ESTE 4065 SANTIAGO DE SURCO LIMA PERU,934170902,4963113,,PACIFIC FREEZING COMPANY S.A.C.,76545.0,66045.0
0306171200,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,4998.68,34091.22
0301110000,Acuatrade S.A.C.,CAL. LAS MALVINAS NRO. S/N CAS. RUMOCOCHA SECTOR 08 SAN JUAN,,23118600,,ACUATRADE S.A.C.,100.0,2253.8
0306171200,Corporacion Refrigerados Iny S. A.,CAR. PANAMERICANA NORTE NRO. 1252 TUMBES - TUMBES - LA CRUZ,,28780363,,CORPORACION REFRIGERADOS INY SA,6410.0,62866.96
0303890000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,19798.62,41181.13
1605100000,Frozen Products Corp.,JR. JORGE CASTRO HARRINSON 451 SAN GUEL LIMA 32 PERU,953252652,46002164,,FROZEN PRODUCTS CORPORATION SOCIEDAD ANO,272.0,4360.05
0307490000,Altamar Foods Peru S.A.C.,AV. INDUSTRIAL MZA. R LOTE. 05 Z.I. ZONA INDUSTRIAL II (AL C,,28437527,,ALTAMAR FOODS PERU S.R.L.,27000.0,28015.0
0307490000,Isamar Products E.I.R.I,PARQUE INDUSTRIAL MZ J LOTE 07 TACNA,670203760,32163914,,"""ISAMAR PRODUCTS"" E.I.R.L"".",24000.0,21600.0
0306171300,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,15875.65,124230.0
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,4789.78,47766.97
0305630000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,1920.0,19344.0
0301110000,Acuatrade S.A.C.,CAL. LAS MALVINAS NRO. S/N CAS. RUMOCOCHA SECTOR 08 SAN JUAN,,23118600,,ACUATRADE S.A.C.,400.0,4068.6
0301110000,Bio Industrial Amazonas S.A.C.,CA. LOS ANGELES NRO. 609 (POR LA FABRICA DE POSTES DE LUZ) L,,23121921,,BIO INDUSTRIAL AMAZONAS S.A.C.,665.0,2152.5
0301110000,J.R. Tropical Fish Amazon Peru Empresa I,"AV. QUIÑONEZ ROS NRO. 4 (KM. 4, PEGADO AL MOLINO DE MONASI)",,35064069,,J.R. TROPICAL FISH AMAZON PERU EMPRESA I,200.0,498.2
0307590000,Alamesa S.A.C.,AV. DEL PINAR 134 OF. 1001 CHACARILLA SURCO LIMA - PERU,952992258,33470927,,ALAMESA S.A.C.,18660.0,81255.42
0307490000,Peruvian Sea Food S.A.,AV. MANUEL OLGUIN NRO. 211 DPTO. 1202 URB. LOS GRANADOS (UNI,,33979987,,PERUVIAN SEA FOOD S.A.,86647.5,36391.95
0307490000,Produmar   Proveedora De Productos,"PASAJE FRANCO ALFARO, DPTO 201 URB.LAS MAGNOLIAS 3 SAN BORJA, LIMA S/N",,28469425,,PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD,1008.0,1360.8
1605540000,Pacific Freezing Company S.A.C.,AV. JAVIER PRADO ESTE 4065 SANTIAGO DE SURCO LIMA PERU,934170902,4963113,,PACIFIC FREEZING COMPANY S.A.C.,78840.0,128370.0
0307291000,Aquacultivos Del Pacifico S.A.C.,AV. PASEO DE LA REPUBLICA 4044 MIRAFLORES LIMA PERU,953035628,4979192,,AQUACULTIVOS DEL PACIFICO S.A.C.,7360.0,141819.39
0307999090,Consorcio Industrial El Pacifico Socieda,AV. LA MAR NRO. 638 INT. 703 LIMA - LIMA - MIRAFLORES - LIMA,934056094,28783010,,CONSORCIO INDUSTRIAL EL PACIFICO SOCIEDA,320.0,10048.17
0307490000,Marfrio   Vieira Peru S.A.,AV. EMILIO CAVENECIA 225 OF. 317 SAN ISIDRO LIMA - PERU,934967647,34136236,,MARFRIO - VIEIRA PERU S.A.,11000.0,9358.0
0304990000,Propemar Peru Sac,JR. PABLO BERMUDEZ NRO. 214 DPTO. 1003 (MEDIA CDRA. DE POLIC,,28324588,,PROPEMAR PERU S.A.C,4535.98,49833.75
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,4331.81,26839.84
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,872.53,32937.28
0304990000,Peruvian Seabass Sociedad Anonima Cerrad,MLC. DE LA RESERVA NRO. 457 DPTO. 901,,32163986,,PERUVIAN SEABASS SOCIEDAD ANONIMA CERRAD,6.8,41.88
0306171300,Tumimar Srl,JR. ALFONSO UGARTE NRO. 226 INT. 301 CERCADO (2º PISO EDIFIC,,28410164,,TUMIMAR SRL,9605.0,69867.45
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,27000.0,28890.0
0307490000,Industrial Pesquera Santa Monica S.A.,TIERRA COLORADA NRO. S/N Z.I. III PIURA - PAITA - PAITA,934782681,23346878,,INDUSTRIAL PESQUERA SANTA MONICA S.A.,23100.0,53714.0
0307490000,Rofayce Sac,VIA.ZONA INDUSTRIAL IIMZA. B LOTE. 02 Z.I. ZONA INDUSTRIAL I,,45864480,,ROFAYCE S.A.C.,10020.0,12265.0
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,27000.0,19710.0
0305399000,Anchoveta S.A.C.,AV. INDUSTRIAL NRO. 501 ICA - CHINCHA - TAMBO DE MORA,934009155,23129094,,ANCHOVETA S.A.C.,1968.57,10827.11
1605540000,Costa Mira Sociedad Anonima Cerrada,AV. LOS DIAMANTES MZA. E LOTE. 01 Z.I. ZONA INDUSTRIAL PIURA,934955762,28783194,,COSTA MIRA SOCIEDAD ANONIMA CERRADA,22500.0,57750.0
0304740020,Industrial Pesquera Santa Monica S.A.,TIERRA COLORADA NRO. S/N Z.I. III PIURA - PAITA - PAITA,934782681,23346878,,INDUSTRIAL PESQUERA SANTA MONICA S.A.,24300.0,47275.0
0307992000,Vasquez Marcos Marcelino,"MZA. B LOTE. 18 PROVIV VISTA ALEGRE IV (EX FUNDO OQUENDO, FR",,37599539,,VASQUEZ MARCOS MARCELINO,103.0,309.0
0308190000,Octoking Export S.A.C.,AV. REPUBLICA DE CHILE NRO. 295 INT. 705 (EDIFICIO J.F.KENNE,,44293880,,OCTOKING EXPORT S.A.C.,3100.0,54250.0
0304990000,Produpesca S.A.C.,CAL. RAMON RIBEYRO NRO. 284 INT. 301 URB. SAN ANTONIO (ALT.,934144644,28421808,,PRODUPESCA S.A.C.,19958.08,216374.0
0307490000,Produmar   Proveedora De Productos,"PASAJE FRANCO ALFARO, DPTO 201 URB.LAS MAGNOLIAS 3 SAN BORJA, LIMA S/N",,28469425,,PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD,26992.0,27340.8
0304890000,Corp. De Ingenieria De Refrigeracion,AV. LA MARINA N224 LIMA LIMA PERU,,44374049,,CORP DE INGENIERIA DE REFRIGERACION SRL,3629.0,32426.57
0304990000,Pesquera Hayduk S.A.,AV. MANUEL OLGUIN 501 INT. 701 URB. LIMA,,33511181,,PESQUERA HAYDUK S.A.,32658.65,266840.0
0306171300,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,18823.98,156705.03
0306171200,Marinazul S.A.,AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO LIMA PERU 51-16210805,,33928372,CSOL-NO,MARINAZUL S.A.,17314.0,176861.76
0306171300,Corporacion Refrigerados Iny S. A.,CAR. PANAMERICANA NORTE NRO. 1252 TUMBES - TUMBES - LA CRUZ,,28780363,,CORPORACION REFRIGERADOS INY SA,18090.91,112288.0
0307490000,Industrial Pesquera Santa Monica S.A.,TIERRA COLORADA NRO. S/N Z.I. III PIURA - PAITA - PAITA,934782681,23346878,,INDUSTRIAL PESQUERA SANTA MONICA S.A.,24003.0,54990.87
0307490000,Produmar   Proveedora De Productos,"PASAJE FRANCO ALFARO, DPTO 201 URB.LAS MAGNOLIAS 3 SAN BORJA, LIMA S/N",,28469425,,PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD,4340.0,5859.0
0307490000,Axsa Servicios Generales Sociedad Anonim,CAL.MARTIN DE MURUA NRO. 150 INT. 1303LIMA - LIMA - SAN MIGU,,37606819,,AXSA SERVICIOS GENERALES SOCIEDAD ANONIM,19840.0,22549.99
0307490000,Isamar Products E.I.R.I,PARQUE INDUSTRIAL MZ J LOTE 07 TACNA,670203760,32163914,,"""ISAMAR PRODUCTS"" E.I.R.L"".",24000.0,21600.0
0306171200,Corporacion Refrigerados Iny S. A.,CAR. PANAMERICANA NORTE NRO. 1252 TUMBES - TUMBES - LA CRUZ,,28780363,,CORPORACION REFRIGERADOS INY SA,1517.28,11410.4
0304890000,Pesquera Abc Sac,CAR. PANAMERICANA NORTE KM. 1252 URB. LOS CEREZOS (INYSA COO,,28711818,,PESQUERA ABC SAC,2277.27,24058.21
0307490000,Altamar Foods Peru S.A.C.,AV. INDUSTRIAL MZA. R LOTE. 05 Z.I. ZONA INDUSTRIAL II (AL C,,28437527,,ALTAMAR FOODS PERU S.R.L.,27000.0,29070.0
1604160000,Sr Export S.A.C.,JR. SANTA RITA NRO. 301 (2DA PARALELA AL CLUB REGATAS) LIMA,670386798,45870374,,INVERSIONES Y COMERCIO INTERNACIONAL S.R,3125.0,10250.0
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,9175.16,69663.5
0303890000,Pescados Y Cefalopodos Del Peru S.A,AV. AUTOPISTA PANAMERICANA SUR KM 1 LIMA PERU,,44558678,,PESCADOS Y CEFALOPODOS DEL PERU SOCIEDAD,19976.0,219193.5
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,59799.0,148224.0
0306171300,La Fragata S.A.,"Carretera Base Naval El Salto Km. 7.5, Zarumilla, Tumbes, Peru",934832833,1159562,,LA FRAGATA S A,909.09,7516.0
0304890000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,19958.27,193590.1
0304890000,Perupez S.A.C.,CAL.LOS RUISEÑORES OESTE NRO. 225 (ALT CDRA 33 DE AV REPUBLI,,28343408,,PERUPEZ S.A.C.,11804.0,136107.0
0304890000,Corp. De Ingenieria De Refrigeracion,AV. LA MARINA N224 LIMA LIMA PERU,,44374049,,CORP DE INGENIERIA DE REFRIGERACION SRL,10764.0,114173.66
0307992000,Meridian Fishing S.A.C.,CALLE MONTE GRANDE 185 URB. CHACARILLA - STGO. DE SURCO LIMA PERU 51-13725943,934126180,1181145,,MERIDIAN FISHING S.A.C.,10480.0,135384.0
0307291000,Seacorp Peru S.A.C.,CAL. ALFREDO SALAZAR NRO. 291 DPTO. 804 (FRENTE A CLINICA AN,,39645686,,SEACORP PERU S.A.C.,7784.92,156771.86
0307490000,Pesquera Diamante S.A.,"CALLE AMADOR MERINO REYNA 307 PISO 12 SAN ISIDRO LIMA, LIMA PROVINCE",,2573999,,PESQUERA DIAMANTE S.A.,26980.0,26829.0
0306171200,Langostinera Ramona S.A.C.,CAL. ALEXANDER FLEMING NR0 454 URB. INDUSTRIAL SANTA ROSA LIMA,,28449823,,LANGOSTINERA RAMONA S.A.C.,1318.18,11455.0
0306171200,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,2426.76,29615.5
0305710000,Coello MuÑoz Gabriel Alberto,RIGEL NRO. 114 MIGUEL GRAU VENTANILLA (PUERTA PRINCIPAL DE E,,38737648,,COELLO MUÑOZ GABRIEL ALBERTO,688.5,22959.56
0307490000,Produmar   Proveedora De Productos,"PASAJE FRANCO ALFARO, DPTO 201 URB.LAS MAGNOLIAS 3 SAN BORJA, LIMA S/N",,28469425,,PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD,14369.0,57665.9
0306171300,Isla Bella S.A.C,CAR. EL BENDITO 4 TUMBES ZARUMILLA ZARUMILLA,,45972355,,ISLA BELLA S.A.C,12065.56,101212.0
0304740090,South Coast Packing Peru Sac,AV PASEO PARODI NO. 508 SAN ISIDRO LIMA PERU 51-14372177,,33674690,,SOUTH COAST PACKING PERU SOCIEDAD ANONIM,40.82,81.62
0301110000,Acuatrade S.A.C.,CAL. LAS MALVINAS NRO. S/N CAS. RUMOCOCHA SECTOR 08 SAN JUAN,,23118600,,ACUATRADE S.A.C.,152.0,2089.04
0304890000,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,13539.95,160096.11
1605540000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,7000.0,17150.0
1605599000,Corporacion Refrigerados Iny S. A.,CAR. PANAMERICANA NORTE NRO. 1252 TUMBES - TUMBES - LA CRUZ,,28780363,,CORPORACION REFRIGERADOS INY SA,1363.64,13800.0
0302290000,Inversiones Y Negocios Internacionales E,3 ETAPA MZA. A LOTE. 05 A.H. LA CURVA (FRENTE DE EX MIGRACIO,,34327055,,INVERSIONES Y NEGOCIOS INTERNACIONALES E,14000.0,24500.0
0304890000,Altamar Foods Peru S.A.C.,AV. INDUSTRIAL MZA. R LOTE. 05 Z.I. ZONA INDUSTRIAL II (AL C,,28437527,,ALTAMAR FOODS PERU S.R.L.,10205.83,16000.0
0304890000,Umi Foods S.A.C.,JR. ALFREDO MALDONADO 795 OFIC.401 PUEBLO LIBRE LIMA-PERU,,33629740,,UMI FOODS S.A.C.,4585.4,33484.19
0304890000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,2.72,22.02
0301110000,J.R. Tropical Fish Amazon Peru Empresa I,"AV. QUIÑONEZ ROS NRO. 4 (KM. 4, PEGADO AL MOLINO DE MONASI)",,35064069,,J.R. TROPICAL FISH AMAZON PERU EMPRESA I,100.0,553.0
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,4720.0,3587.2
0305399000,CompaÑia Americana De Conservas S.A.C.,NRO. S/N- SECTOR MOGOTE GRANDE ICA - PISCO - SAN ANDRES,,23336305,,COMPAÑIA AMERICANA DE CONSERVAS S.A.C.,22713.15,180569.54
0306171300,Marinazul S.A.,AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO LIMA PERU 51-16210805,,33928372,CSOL-NO,MARINAZUL S.A.,19909.09,176806.4
0304890000,Corp. De Ingenieria De Refrigeracion,AV. LA MARINA N224 LIMA LIMA PERU,,44374049,,CORP DE INGENIERIA DE REFRIGERACION SRL,9072.0,96031.3
0304990000,Sakana Del Peru S.A,CAL. SINCHI ROCA NRO. 2751 U.V. SINCHI ROCA LIMA LINCE,934733866,1240419,1334-JP,SAKANA DEL PERU S.A,22920.0,115958.4
0307490000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,26970.0,30021.6
0307490000,Marfrio   Vieira Peru S.A.,AV. EMILIO CAVENECIA 225 OF. 317 SAN ISIDRO LIMA - PERU,934967647,34136236,,MARFRIO - VIEIRA PERU S.A.,18500.0,36075.0
0304890000,Pesquera Hayduk S.A.,AV. MANUEL OLGUIN 501 INT. 701 URB. LIMA,,33511181,,PESQUERA HAYDUK S.A.,7144.08,39375.0
1605540000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,20256.0,18998.23
1605540000,Armadores Y Congeladores Del,AV A 4041 MZ F LOTE 1 ZONA INDUSTRI PAITA PIURA,,2215479,,ARMADORES Y CONGELADORES DEL PACIFICO SA,10000.0,7624.68
0303660000,Sama Comercial S.A.C.,CAL. SATURNO NRO. 180 URB. RESIDENCIAL AEROPUERTO PROV. CONS,,36705802,,SAMA COMERCIAL S.A.C.,28520.0,25678.8
0306171200,Marinazul S.A.,AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO LIMA PERU 51-16210805,,33928372,CSOL-NO,MARINAZUL S.A.,4918.18,49522.1
0304990000,Cmar Sociedad Anonima Cerrada   Cma,CAL. M. JOSE OLAYA NRO. 201 DPTO. 702 LIMA - LIMA - MIRAFLOR,,39622010,,CMAR SOCIEDAD ANONIMA CERRADA -  CMAR S.,17295.48,145177.0
0304820000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,3.07,15.33
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,59799.0,148224.0
0307590000,Marfrio   Vieira Peru S.A.,AV. EMILIO CAVENECIA 225 OF. 317 SAN ISIDRO LIMA - PERU,934967647,34136236,,MARFRIO - VIEIRA PERU S.A.,3130.0,15180.5
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,2.03,19.75
0306171300,Langostinera Tumbes S.A.C.,AV. GRAU NRO. 614 TUMBES - TUMBES - TUMBES,954268806,28353815,,LANGOSTINERA TUMBES S.A.C.,17000.0,158250.0
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,1666.84,18528.68
0304890000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,1.03,4.63
0305710000,Servicios Maritimos Santa Elena,AV. GUARDIA CHALACA NRO. 1240 URB. SANTA MARINA PROV. CONST.,,33654829,,SERVICIOS MARITIMOS SANTA ELENA S.A.C.,14075.0,442855.8
0304890000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,19958.27,169287.8
1605540000,Produmar   Proveedora De Productos,"PASAJE FRANCO ALFARO, DPTO 201 URB.LAS MAGNOLIAS 3 SAN BORJA, LIMA S/N",,28469425,,PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD,1080.0,648.0
1605540000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,1024.0,1226.36
0307490000,Produmar   Proveedora De Productos,"PASAJE FRANCO ALFARO, DPTO 201 URB.LAS MAGNOLIAS 3 SAN BORJA, LIMA S/N",,28469425,,PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD,25020.0,21020.0
0307490000,Costa Mira Sociedad Anonima Cerrada,AV. LOS DIAMANTES MZA. E LOTE. 01 Z.I. ZONA INDUSTRIAL PIURA,934955762,28783194,,COSTA MIRA SOCIEDAD ANONIMA CERRADA,26000.0,25305.0
0306171300,Corporacion Refrigerados Iny S. A.,CAR. PANAMERICANA NORTE NRO. 1252 TUMBES - TUMBES - LA CRUZ,,28780363,,CORPORACION REFRIGERADOS INY SA,2113.64,15801.02
0304990000,Consorcio Industrial El Pacifico Socieda,AV. LA MAR NRO. 638 INT. 703 LIMA - LIMA - MIRAFLORES - LIMA,934056094,28783010,,CONSORCIO INDUSTRIAL EL PACIFICO SOCIEDA,136.36,1118.34
0304890000,Corp. De Ingenieria De Refrigeracion,AV. LA MARINA N224 LIMA LIMA PERU,,44374049,,CORP DE INGENIERIA DE REFRIGERACION SRL,8827.0,99511.36
0302510000,Empresa Pesquera Ocean Fish S.A.C.,CAL. LAS PECANAS NRO. 112 URB. RESIDENCIAL MONTERRICO,,28781985,,EMPRESA PESQUERA OCEAN FISH S.A.C.,456.54,10550.36
0301110000,Acuatrade S.A.C.,CAL. LAS MALVINAS NRO. S/N CAS. RUMOCOCHA SECTOR 08 SAN JUAN,,23118600,,ACUATRADE S.A.C.,110.0,1659.67
0307490000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,27000.0,28710.0
0307490000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,5040.0,5060.0
0307291000,Acuacultura Y Pesca Sac,AV. RICARDO ELIAS APARICIO 141 14 RES. RINCONADA ALTA,934766726,33930710,,ACUACULTURA Y PESCA S.A.C,10000.0,157621.22
1605540000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,7000.0,17150.0
0304990000,Empresa Pesquera Ocean Fish S.A.C.,CAL. LAS PECANAS NRO. 112 URB. RESIDENCIAL MONTERRICO,,28781985,,EMPRESA PESQUERA OCEAN FISH S.A.C.,20.41,125.66
0306171100,Inversiones Silma Sac,"No. 243 Avenida Tumbes Int 1-a, Tumbes, Peru",934115903,1136404,,INVERSIONES SILMA S.A.C.,1905.11,10586.0
